No errors
No warnings
647 ms
data source=metars
4981 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LPPS 211600Z 04010KT 350V090 9999 SCT015 SCT030 16/08 Q1030,LPPS,2018-03-21T16:00:00Z,33.07,-16.35,16.0,8.0,40,10,,6.21,30.413385,,,,,,,,,,,SCT,1500,SCT,3000,,,,,VFR,,,,,,,,,,,,METAR,82.0
LPPR 211600Z 33013KT CAVOK 13/06 Q1028,LPPR,2018-03-21T16:00:00Z,41.22,-8.67,13.0,6.0,330,13,,6.21,30.35433,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,73.0
LPMA 211600Z 01014KT 340V050 9999 SCT016 SCT030 16/07 Q1030,LPMA,2018-03-21T16:00:00Z,32.7,-16.77,16.0,7.0,10,14,,6.21,30.413385,,,,,,,,,,,SCT,1600,SCT,3000,,,,,VFR,,,,,,,,,,,,METAR,55.0
LPFR 211600Z 23012KT CAVOK 14/05 Q1024,LPFR,2018-03-21T16:00:00Z,37.02,-7.97,14.0,5.0,230,12,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
LFSN 211600Z AUTO 02008KT CAVOK 07/M08 Q1027,LFSN,2018-03-21T16:00:00Z,48.67,6.22,7.0,-8.0,20,8,,6.21,30.324802,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,217.0
LFQB 211600Z AUTO 01009KT 350V060 9999 FEW046 07/M05 Q1028,LFQB,2018-03-21T16:00:00Z,48.32,4.02,7.0,-5.0,10,9,,6.21,30.35433,,,TRUE,,,,,,,,FEW,4600,,,,,,,VFR,,,,,,,,,,,,METAR,118.0
LFQA 211600Z AUTO 36011KT 330V030 CAVOK 07/M03 Q1028,LFQA,2018-03-21T16:00:00Z,49.2,4.15,7.0,-3.0,360,11,,6.21,30.35433,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,95.0
LFOP 211600Z AUTO 35007KT 320V020 9999 FEW038 BKN048 06/// Q1030 NOSIG,LFOP,2018-03-21T16:00:00Z,49.37,1.17,,,350,7,,6.21,30.413385,,,TRUE,,,TRUE,,,,,FEW,3800,BKN,4800,,,,,VFR,,,,,,,,,,,,METAR,157.0
LFOH 211600Z AUTO 29006KT 260V330 CAVOK 07/00 Q1031 NOSIG,LFOH,2018-03-21T16:00:00Z,49.52,0.07,7.0,0.0,290,6,,6.21,30.442913,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
LFLX 211600Z AUTO 02013KT CAVOK 09/M05 Q1027 NOSIG,LFLX,2018-03-21T16:00:00Z,46.85,1.72,9.0,-5.0,20,13,,6.21,30.324802,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,157.0
LFLU 211600Z AUTO 36022G35KT 9999 FEW054 OVC066 07/M06 Q1020,LFLU,2018-03-21T16:00:00Z,44.92,4.98,7.0,-6.0,360,22,35,6.21,30.11811,,,TRUE,,,,,,,,FEW,5400,OVC,6600,,,,,VFR,,,,,,,,,,,,METAR,160.0
LFLP 211600Z AUTO 04016KT 9999 FEW064 04/M05 Q1020 TEMPO 01018G28KT,LFLP,2018-03-21T16:00:00Z,45.92,6.08,4.0,-5.0,40,16,,6.21,30.11811,,,TRUE,,,,,,,,FEW,6400,,,,,,,VFR,,,,,,,,,,,,METAR,463.0
LFCK 211600Z AUTO 29018KT CAVOK 10/M09 Q1022 TEMPO 30022G32KT,LFCK,2018-03-21T16:00:00Z,43.55,2.28,10.0,-9.0,290,18,,6.21,30.177166,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,240.0
LRTM 211600Z 28008KT 260V320 3000 -SN BR SCT008 BKN033 OVC040 M01/M03 Q1017,LRTM,2018-03-21T16:00:00Z,46.47,24.42,-1.0,-3.0,280,8,,1.86,30.029528,,,,,,,,,,-SN BR,SCT,800,BKN,3300,OVC,4000,,,IFR,,,,,,,,,,,,METAR,309.0
LRSM 211600Z 34011KT CAVOK 01/M04 Q1019,LRSM,2018-03-21T16:00:00Z,47.7,22.88,1.0,-4.0,340,11,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,124.0
LROD 211600Z 01011KT CAVOK 01/M05 Q1020,LROD,2018-03-21T16:00:00Z,47.03,21.92,1.0,-5.0,10,11,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,140.0
LRCL 211600Z 28010KT 6000 -SN FEW018 OVC034 M01/M03 Q1018 R07/29//95,LRCL,2018-03-21T16:00:00Z,46.78,23.68,-1.0,-3.0,280,10,,3.73,30.059055,,,,,,,,,,-SN,FEW,1800,OVC,3400,,,,,MVFR,,,,,,,,,,,,METAR,413.0
LRBM 211600Z /////KT CAVOK ///// Q1018,LRBM,2018-03-21T16:00:00Z,47.67,23.47,,,,,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,185.0
LRAR 211600Z 36007KT CAVOK 01/01 Q1020 R09/29//95,LRAR,2018-03-21T16:00:00Z,46.18,21.27,1.0,1.0,360,7,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,118.0
LRTC 211600Z 35010KT 3000 -SN BR FEW029 BKN034 M02/M02 Q1018 R16/795091,LRTC,2018-03-21T16:00:00Z,45.07,28.72,-2.0,-2.0,350,10,,1.86,30.059055,,,,,,,,,,-SN BR,FEW,2900,BKN,3400,,,,,IFR,,,,,,,,,,,,METAR,6.0
LRSV 211600Z 34012KT CAVOK M01/M06 Q1016 R16/810295,LRSV,2018-03-21T16:00:00Z,47.68,26.35,-1.0,-6.0,340,12,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,351.0
LRIA 211600Z 27004KT CAVOK 00/M06 Q1018 R14/19//95,LRIA,2018-03-21T16:00:00Z,47.17,27.62,0.0,-6.0,270,4,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,104.0
LRCV 211600Z 06004KT 6000 SCT007 OVC013 M01/M03 Q1017 R09/690194,LRCV,2018-03-21T16:00:00Z,44.32,23.88,-1.0,-3.0,60,4,,3.73,30.029528,,,,,,,,,,,SCT,700,OVC,1300,,,,,MVFR,,,,,,,,,,,,METAR,191.0
LRBC 211600Z 33005KT 1500 SN SCT010 OVC023 M01/M01 Q1019 R16/210295,LRBC,2018-03-21T16:00:00Z,46.52,26.92,-1.0,-1.0,330,5,,0.93,30.088583,,,,,,,,,,SN,SCT,1000,OVC,2300,,,,,LIFR,,,,,,,,,,,,METAR,185.0
LFTW 211600Z AUTO 02024KT CAVOK 09/M06 Q1018 BECMG 36025G40KT,LFTW,2018-03-21T16:00:00Z,43.75,4.42,9.0,-6.0,20,24,,6.21,30.059055,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,96.0
LFTH 211600Z AUTO VRB02KT CAVOK 12/M02 Q1015 NOSIG,LFTH,2018-03-21T16:00:00Z,43.1,6.15,12.0,-2.0,0,2,,6.21,29.970472,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
LFST 211600Z AUTO 05007KT 020V080 CAVOK 07/M10 Q1027 NOSIG,LFST,2018-03-21T16:00:00Z,48.53,7.62,7.0,-10.0,50,7,,6.21,30.324802,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,154.0
LFRG 211600Z AUTO 33008KT 300V020 CAVOK 07/M01 Q1031 NOSIG,LFRG,2018-03-21T16:00:00Z,49.37,0.15,7.0,-1.0,330,8,,6.21,30.442913,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,146.0
LFOT 211600Z AUTO 36008KT 330V060 9999 BKN047 08/M03 Q1029 NOSIG,LFOT,2018-03-21T16:00:00Z,47.43,0.72,8.0,-3.0,360,8,,6.21,30.383858,,,TRUE,,,TRUE,,,,,BKN,4700,,,,,,,VFR,,,,,,,,,,,,METAR,108.0
LFMH 211600Z AUTO 02017KT CAVOK 05/M09 Q1022 BECMG 36012G22KT,LFMH,2018-03-21T16:00:00Z,45.52,4.28,5.0,-9.0,20,17,,6.21,30.177166,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,402.0
LFMD 211600Z AUTO 26006KT 220V290 9999 SCT092 12/M02 Q1015 NOSIG,LFMD,2018-03-21T16:00:00Z,43.53,6.95,12.0,-2.0,260,6,,6.21,29.970472,,,TRUE,,,TRUE,,,,,SCT,9200,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
LFGJ 211600Z AUTO 01016KT CAVOK 07/M06 Q1024 TEMPO 03015G25KT,LFGJ,2018-03-21T16:00:00Z,47.05,5.43,7.0,-6.0,10,16,,6.21,30.236221,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,196.0
LFBE 211600Z AUTO 34014KT CAVOK 10/M05 Q1026 NOSIG,LFBE,2018-03-21T16:00:00Z,44.82,0.52,10.0,-5.0,340,14,,6.21,30.295275,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
LEXJ 211600Z 01008KT 330V050 9999 SCT044 10/01 Q1032,LEXJ,2018-03-21T16:00:00Z,43.42,-3.82,10.0,1.0,10,8,,6.21,30.47244,,,,,,,,,,,SCT,4400,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
LEPP 211600Z 34023KT 9999 SCT044 06/M04 Q1026,LEPP,2018-03-21T16:00:00Z,42.77,-1.65,6.0,-4.0,340,23,,6.21,30.295275,,,,,,,,,,,SCT,4400,,,,,,,VFR,,,,,,,,,,,,METAR,459.0
LELL 211600Z VRB02KT 9999 FEW040 12/M03 Q1017,LELL,2018-03-21T16:00:00Z,41.52,2.1,12.0,-3.0,0,2,,6.21,30.029528,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
LEJR 211600Z 01013KT 340V050 CAVOK 15/02 Q1023,LEJR,2018-03-21T16:00:00Z,36.75,-6.07,15.0,2.0,10,13,,6.21,30.206694,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,30.0
LETO 211600Z 35022KT 9999 FEW050 10/M04 Q1023 NOSIG,LETO,2018-03-21T16:00:00Z,40.47,-3.47,10.0,-4.0,350,22,,6.21,30.206694,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,608.0
LELN 211600Z 34010KT 310V030 CAVOK 06/M05 Q1027,LELN,2018-03-21T16:00:00Z,42.57,-5.65,6.0,-5.0,340,10,,6.21,30.324802,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,914.0
LELC 211600Z 14008KT 110V170 CAVOK 13/03 Q1019 NOSIG,LELC,2018-03-21T16:00:00Z,37.77,-0.8,13.0,3.0,140,8,,6.21,30.088583,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
LEBZ 211600Z 35012KT 320V030 CAVOK 16/02 Q1024,LEBZ,2018-03-21T16:00:00Z,38.87,-6.82,16.0,2.0,350,12,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
LEAB 211600Z 32010KT CAVOK 11/M08 Q1018 NOSIG,LEAB,2018-03-21T16:00:00Z,38.95,-1.85,11.0,-8.0,320,10,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,704.0
LEVD 211600Z 04012KT 010V080 9999 SCT045 07/M04 Q1026,LEVD,2018-03-21T16:00:00Z,41.72,-4.83,7.0,-4.0,40,12,,6.21,30.295275,,,,,,,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,854.0
LESA 211600Z 07012KT 030V100 9999 FEW048 08/M03 Q1027,LESA,2018-03-21T16:00:00Z,40.95,-5.5,8.0,-3.0,70,12,,6.21,30.324802,,,,,,,,,,,FEW,4800,,,,,,,VFR,,,,,,,,,,,,METAR,795.0
LEZG 211600Z 32028G40KT 290V350 9999 FEW040 10/M06 Q1023,LEZG,2018-03-21T16:00:00Z,41.67,-1.02,10.0,-6.0,320,28,40,6.21,30.206694,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,258.0
LEVT 211600Z 02016KT 340V050 9999 BKN036 06/M02 Q1028,LEVT,2018-03-21T16:00:00Z,42.87,-2.72,6.0,-2.0,20,16,,6.21,30.35433,,,,,,,,,,,BKN,3600,,,,,,,VFR,,,,,,,,,,,,METAR,509.0
LEST 211600Z 03010KT 350V070 9999 FEW038 11/01 Q1030 NOSIG,LEST,2018-03-21T16:00:00Z,42.88,-8.42,11.0,1.0,30,10,,6.21,30.413385,,,,,,TRUE,,,,,FEW,3800,,,,,,,VFR,,,,,,,,,,,,METAR,367.0
LESO 211600Z 35010KT 320V040 9999 BKN039 09/00 Q1030,LESO,2018-03-21T16:00:00Z,43.35,-1.8,9.0,0.0,350,10,,6.21,30.413385,,,,,,,,,,,BKN,3900,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
LERS 211600Z 33014G25KT 290V010 CAVOK 15/M12 Q1016,LERS,2018-03-21T16:00:00Z,41.13,1.17,15.0,-12.0,330,14,25,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,76.0
LEMH 211600Z 36023G37KT 320V030 9999 -SHRA FEW020 FEW030TCU BKN040 07/02 Q1015 WS R01,LEMH,2018-03-21T16:00:00Z,39.87,4.22,7.0,2.0,360,23,37,6.21,29.970472,,,,,,,,,,-SHRA,FEW,2000,FEW,3000,BKN,4000,,,VFR,,,,,,,,,,,,METAR,82.0
LEGR 211600Z 04011KT 360V070 9999 FEW040 11/M02 Q1020,LEGR,2018-03-21T16:00:00Z,37.17,-3.77,11.0,-2.0,40,11,,6.21,30.11811,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,559.0
LECO 211600Z 01008KT 320V080 9999 SCT048 11/03 Q1032 NOSIG,LECO,2018-03-21T16:00:00Z,43.28,-8.37,11.0,3.0,10,8,,6.21,30.47244,,,,,,TRUE,,,,,SCT,4800,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
LEBB 211600Z 33010KT 9999 FEW040 SCT050 10/01 Q1031 NOSIG,LEBB,2018-03-21T16:00:00Z,43.28,-2.92,10.0,1.0,330,10,,6.21,30.442913,,,,,,TRUE,,,,,FEW,4000,SCT,5000,,,,,VFR,,,,,,,,,,,,METAR,34.0
LEAS 211600Z VRB05KT 9999 FEW034 SCT052 09/01 Q1032 NOSIG,LEAS,2018-03-21T16:00:00Z,43.53,-6.02,9.0,1.0,0,5,,6.21,30.47244,,,,,,TRUE,,,,,FEW,3400,SCT,5200,,,,,VFR,,,,,,,,,,,,METAR,134.0
LEAM 211600Z 18006KT 150V230 9999 FEW010 13/03 Q1020,LEAM,2018-03-21T16:00:00Z,36.85,-2.37,13.0,3.0,180,6,,6.21,30.11811,,,,,,,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
LETL 211600Z AUTO 35028KT 320V020 9999 NCD 05/M11 Q1019,LETL,2018-03-21T16:00:00Z,40.42,-1.22,5.0,-11.0,350,28,,6.21,30.088583,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1013.0
LEAG 211600Z AUTO VRB08KT CAVOK 15/M02 Q1021,LEAG,2018-03-21T16:00:00Z,,,15.0,-2.0,0,8,,6.21,30.147638,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,
GCHI 211600Z 03020KT 360V060 9999 SCT030 19/12 Q1025,GCHI,2018-03-21T16:00:00Z,27.82,-17.87,19.0,12.0,30,20,,6.21,30.265747,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,30.0
GCGM 211600Z VRB12G27KT 9999 FEW030 20/08 Q1024 RMK R09/VRB09G19KT ARP/01015G35KT 290V100,GCGM,2018-03-21T16:00:00Z,28.03,-17.22,20.0,8.0,0,12,27,6.21,30.236221,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,219.0
GCXO 211600Z 34010KT 300V010 9999 FEW018 BKN022 13/08 Q1026 NOSIG,GCXO,2018-03-21T16:00:00Z,28.48,-16.35,13.0,8.0,340,10,,6.21,30.295275,,,,,,TRUE,,,,,FEW,1800,BKN,2200,,,,,MVFR,,,,,,,,,,,,METAR,632.0
GCTS 211600Z 08030G40KT 9999 FEW040 21/09 Q1024 NOSIG,GCTS,2018-03-21T16:00:00Z,28.05,-16.57,21.0,9.0,80,30,40,6.21,30.236221,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,72.0
GCRR 211600Z 36020KT 320V030 9999 SCT040 19/09 Q1024,GCRR,2018-03-21T16:00:00Z,28.93,-13.58,19.0,9.0,360,20,,6.21,30.236221,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,40.0
GCLP 211600Z 02025KT 9999 FEW035 BKN045 20/09 Q1024 NOSIG,GCLP,2018-03-21T16:00:00Z,27.92,-15.37,20.0,9.0,20,25,,6.21,30.236221,,,,,,TRUE,,,,,FEW,3500,BKN,4500,,,,,VFR,,,,,,,,,,,,METAR,25.0
GCLA 211600Z 03017KT 9999 BKN040 19/10 Q1027,GCLA,2018-03-21T16:00:00Z,28.62,-17.75,19.0,10.0,30,17,,6.21,30.324802,,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
GCFV 211600Z 05022KT 9999 FEW040 19/10 Q1024,GCFV,2018-03-21T16:00:00Z,28.43,-13.87,19.0,10.0,50,22,,6.21,30.236221,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
LEZL 211600Z 03012KT 360V060 CAVOK 16/00 Q1023 NOSIG,LEZL,2018-03-21T16:00:00Z,37.42,-5.9,16.0,0.0,30,12,,6.21,30.206694,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
LEVX 211600Z 36014KT 9999 FEW020 14/03 Q1029 NOSIG,LEVX,2018-03-21T16:00:00Z,42.22,-8.62,14.0,3.0,360,14,,6.21,30.383858,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
LEVC 211600Z 09010KT 050V110 9999 FEW030 14/M07 Q1018 NOSIG,LEVC,2018-03-21T16:00:00Z,39.5,-0.47,14.0,-7.0,90,10,,6.21,30.059055,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,62.0
LEPA 211600Z 02015KT 350V050 9999 FEW026 10/M00 Q1018 NOSIG,LEPA,2018-03-21T16:00:00Z,39.53,2.72,10.0,0.0,20,15,,6.21,30.059055,,,,,,TRUE,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
LEMG 211600Z 32015G27KT 290V350 9999 FEW050 15/00 Q1021 NOSIG,LEMG,2018-03-21T16:00:00Z,36.67,-4.5,15.0,0.0,320,15,27,6.21,30.147638,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
LEMD 211600Z 35020G30KT 320V020 CAVOK 10/M04 Q1023 NOSIG,LEMD,2018-03-21T16:00:00Z,40.48,-3.57,10.0,-4.0,350,20,30,6.21,30.206694,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,582.0
LEIB 211600Z 36012G22KT 310V040 9999 FEW045 12/M01 Q1018 NOSIG,LEIB,2018-03-21T16:00:00Z,38.87,1.37,12.0,-1.0,360,12,22,6.21,30.059055,,,,,,TRUE,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
LEBL 211600Z 15007KT 120V180 9999 FEW025 13/M06 Q1017 NOSIG,LEBL,2018-03-21T16:00:00Z,41.27,2.07,13.0,-6.0,150,7,,6.21,30.029528,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
LEAL 211600Z 15006KT 080V210 CAVOK 13/00 Q1019 NOSIG,LEAL,2018-03-21T16:00:00Z,38.27,-0.55,13.0,0.0,150,6,,6.21,30.088583,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
FDJR 211600Z AUTO 13012G31KT //// // ////// 17/11 Q1016,FDJR,2018-03-21T16:00:00Z,-27.17,31.43,17.0,11.0,130,12,31,,30.0,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,701.0
FIMR 211600Z 09008KT 9999 BKN017 26/25 Q1014,FIMR,2018-03-21T16:00:00Z,-19.75,63.37,26.0,25.0,90,8,,6.21,29.940945,,,,,,,,,,,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,31.0
VECC 211600Z 14005KT 2500 HZ NSC 26/18 Q1008 NOSIG,VECC,2018-03-21T16:00:00Z,22.65,88.43,26.0,18.0,140,5,,1.55,29.763779,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,6.0
VOHY 211600Z VRB04KT 5000 HZ SCT020 FEW030CB 29/19 Q1013 NOSIG,VOHY,2018-03-21T16:00:00Z,17.45,78.45,29.0,19.0,0,4,,3.11,29.911417,,,,,,TRUE,,,,HZ,SCT,2000,FEW,3000,,,,,MVFR,,,,,,,,,,,,METAR,545.0
VIJP 211600Z 31005KT 2500 HZ NSC 27/04 Q1011 NOSIG,VIJP,2018-03-21T16:00:00Z,26.82,75.78,27.0,4.0,310,5,,1.55,29.852362,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,390.0
VAPR 211600Z 32005KT 3000 HZ NSC 25/22 Q1012,VAPR,2018-03-21T16:00:00Z,21.63,69.67,25.0,22.0,320,5,,1.86,29.88189,,,,,,,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,7.0
VEGY 211600Z 11008KT 4000 HZ SCT100 24/16 Q1008,VEGY,2018-03-21T16:00:00Z,24.75,84.95,24.0,16.0,110,8,,2.49,29.763779,,,,,,,,,,HZ,SCT,10000,,,,,,,IFR,,,,,,,,,,,,METAR,116.0
VEPT 211600Z 00000KT 4000 HZ NSC 26/16 Q1007 NOSIG,VEPT,2018-03-21T16:00:00Z,25.6,85.08,26.0,16.0,0,0,,2.49,29.734253,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,60.0
VOML 211600Z 33005KT 6000 SCT015 28/23 Q1012 NOSIG,VOML,2018-03-21T16:00:00Z,12.97,74.88,28.0,23.0,330,5,,3.73,29.88189,,,,,,TRUE,,,,,SCT,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,103.0
VABP 211600Z 27007KT 6000 NSC 27/02 Q1012 NOSIG,VABP,2018-03-21T16:00:00Z,23.27,77.33,27.0,2.0,270,7,,3.73,29.88189,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,523.0
VOTR 211600Z 16003KT 5000 HZ NSC 30/18 Q1009 NOSIG,VOTR,2018-03-21T16:00:00Z,10.77,78.72,30.0,18.0,160,3,,3.11,29.793306,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,88.0
VANP 211600Z 30002KT 4000 HZ NSC 30/10 Q1010 NOSIG,VANP,2018-03-21T16:00:00Z,21.08,79.05,30.0,10.0,300,2,,2.49,29.822834,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,310.0
VABB 211600Z 32007KT 4000 FU NSC 28/20 Q1012 NOSIG,VABB,2018-03-21T16:00:00Z,19.1,72.87,28.0,20.0,320,7,,2.49,29.88189,,,,,,TRUE,,,,FU,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,8.0
VARK 211600Z 27008KT 6000 NSC 25/15 Q1011,VARK,2018-03-21T16:00:00Z,22.3,70.77,25.0,15.0,270,8,,3.73,29.852362,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,138.0
VOHS 211600Z 19003KT 6000 SCT020 28/23 Q1013 NOSIG,VOHS,2018-03-21T16:00:00Z,17.23,78.43,28.0,23.0,190,3,,3.73,29.911417,,,,,,TRUE,,,,,SCT,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,1.0
VOTV 211600Z 34006KT 4000 HZ FEW012 SCT080 30/27 Q1011 NOSIG,VOTV,2018-03-21T16:00:00Z,8.47,76.95,30.0,27.0,340,6,,2.49,29.852362,,,,,,TRUE,,,,HZ,FEW,1200,SCT,8000,,,,,IFR,,,,,,,,,,,,METAR,8.0
VERC 211600Z 18004KT 3500 HZ NSC 24/10 Q1013 NOSIG,VERC,2018-03-21T16:00:00Z,23.32,85.32,24.0,10.0,180,4,,2.17,29.911417,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,652.0
VOMM 211600Z 15004KT 6000 FEW020 29/24 Q1010 NOSIG,VOMM,2018-03-21T16:00:00Z,13.0,80.17,29.0,24.0,150,4,,3.73,29.822834,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,16.0
VOCI 211600Z 00000KT 4500 HZ SCT015 FEW025CB 29/25 Q1011 NOSIG,VOCI,2018-03-21T16:00:00Z,10.15,76.4,29.0,25.0,0,0,,2.8,29.852362,,,,,,TRUE,,,,HZ,SCT,1500,FEW,2500,,,,,IFR,,,,,,,,,,,,METAR,8.0
LFMY 211600Z AUTO 33019KT CAVOK 09/M03 Q1016 BECMG 34020G30KT,LFMY,2018-03-21T16:00:00Z,43.6,5.08,9.0,-3.0,330,19,,6.21,30.0,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
LFMO 211600Z AUTO 36030G41KT CAVOK 08/M06 Q1018 NOSIG,LFMO,2018-03-21T16:00:00Z,44.12,4.87,8.0,-6.0,360,30,41,6.21,30.059055,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,55.0
LFMC 211600Z 29005KT 9999 SHRA FEW040TCU SCT073 BKN110 10/M03 Q1015,LFMC,2018-03-21T16:00:00Z,43.37,6.37,10.0,-3.0,290,5,,6.21,29.970472,,,,,,,,,,SHRA,FEW,4000,SCT,7300,BKN,11000,,,VFR,,,,,,,,,,,,METAR,78.0
